angle    w.speed (m/s)  frequency
118.9000     21.0600      0.0002
118.9000     16.6600      0.0006
119.0000     16.1400      0.0006
119.0000      6.7100      0.0009
119.0000     14.2600      0.0010
119.1000      9.5500      0.0007
119.1000     14.7000      0.0005
119.1000      2.4000      0.0003
119.2000      6.3300      0.0008
119.2000     19.9000      0.0009
119.2000      5.0100      0.0002
119.3000     13.4000      0.0009
119.3000      4.5900      0.0009
119.3000      8.2000      0.0011
119.4000     13.4000      0.0009
119.4000     13.3400      0.0003
119.5000     19.2500      0.0003
119.6000      6.8200      0.0008
119.6000     11.5200      0.0010
119.6000      6.5200      0.0009
119.6000     13.2700      0.0002
119.7000      5.3400      0.0002
119.7000     14.7900      0.0005
119.8000     15.7300      0.0009
120.0000     16.0400      0.0009
120.0000     14.6400      0.0010
120.0000      7.1600      0.0010
120.0000     10.7100      0.0006
120.2000     16.0400      0.0009
120.2000     15.5200      0.0006
120.2000     16.0700      0.0002
120.2000     15.3900      0.0006
120.2000     13.3100      0.0010
120.3000      4.1900      0.0006
120.3000      6.3100      0.0005
120.4000     13.0600      0.0005
120.6000     20.7500      0.0007
120.6000     13.2600      0.0011
120.7000      7.9300      0.0008
120.7000      5.0800      0.0006
120.7000      8.5900      0.0008
120.7000     23.3500      0.0001
120.8000     13.3800      0.0005
120.8000      8.1900      0.0008
120.8000     14.6600      0.0006
120.8000     22.9200      0.0001
120.8000     16.2800      0.0006
120.9000     15.2600      0.0002
120.9000     21.3700      0.0002
121.0000     11.8700      0.0002
121.0000      9.4000      0.0009
121.0000      5.1000      0.0003
121.0000     22.4000      0.0001
121.0000      9.8500      0.0013
121.1000     21.2400      0.0002
121.1000     19.9000      0.0009
121.1000     23.4600      0.0002
121.2000      9.7500      0.0010
121.2000      9.8600      0.0009
121.2000     16.6800      0.0003
121.3000      5.0100      0.0002
121.3000      7.1700      0.0015
121.3000      1.9700      0.0003
121.3000     13.0600      0.0005
121.4000      1.4200      0.0005
121.4000      9.5700      0.0008
121.4000      6.8900      0.0009
121.4000      6.0200      0.0006
121.5000     12.4500      0.0009
121.5000      8.1800      0.0010
121.5000      8.0800      0.0007
121.6000      6.1800      0.0007
121.7000      8.8300      0.0003
121.7000      2.3800      0.0003
121.7000     16.0000      0.0006
121.8000     15.0200      0.0009
121.8000     16.1500      0.0006
121.9000      2.5100      0.0009
121.9000      1.7600      0.0001
121.9000      3.8300      0.0003
122.0000     15.6100      0.0007
122.0000     16.8100      0.0003
122.0000     17.5600      0.0001
122.0000     18.5800      0.0002
122.1000     18.7800      0.0003
122.2000      3.7600      0.0007
122.2000      4.6500      0.0007
122.2000     14.5500      0.0001
122.2000      9.5200      0.0010
122.2000     16.6500      0.0005
122.3000      8.4800      0.0014
122.3000     13.0800      0.0011
122.3000     16.7100      0.0005
122.4000      6.6600      0.0003
122.5000      6.8000      0.0005
122.5000      8.9100      0.0006
122.5000     20.0500      0.0002
122.6000     24.2900      0.0002
122.6000      2.9400      0.0007
122.6000     23.4800      0.0001
122.6000      4.2500      0.0001
122.7000     22.6800      0.0003
122.7000     16.9400      0.0006
122.7000     18.8700      0.0002
122.7000     22.7500      0.0003
122.7000     12.5100      0.0003
122.8000     18.7300      0.0003
122.8000      9.0200      0.0007
122.8000     20.7200      0.0005
122.9000     12.3200      0.0007
122.9000      6.2300      0.0008
122.9000     10.0800      0.0007
123.0000     16.9000      0.0003
123.1000     12.1800      0.0009
123.1000      8.7000      0.0007
123.1000     22.6400      0.0002
123.2000     16.1900      0.0003
123.2000     17.2600      0.0002
123.2000     24.8900      0.0001
123.2000     11.4300      0.0009
123.3000     16.1100      0.0006
123.3000     11.0500      0.0009
123.3000     14.3700      0.0014
123.4000     17.0400      0.0003
123.4000     11.3900      0.0011
123.4000      8.6400      0.0007
123.4000     13.2800      0.0009
123.5000     15.9200      0.0003
123.5000     15.3000      0.0007
123.8000      1.4500      0.0001
123.8000     17.9400      0.0003
123.9000      8.0500      0.0009
123.9000     24.0300      0.0001
123.9000     21.1400      0.0001
123.9000     20.2700      0.0001
123.9000      4.7600      0.0006
124.0000     10.5300      0.0009
124.0000      5.0700      0.0005
124.1000     22.7700      0.0001
124.1000     14.0600      0.0014
124.1000     16.8600      0.0006
124.1000     21.4200      0.0002
124.1000      9.4800      0.0002
124.1000     19.6800      0.0003
124.2000     20.5700      0.0002
124.2000     24.5900      0.0001
124.2000      9.9000      0.0005
124.3000     17.3400      0.0003
124.3000     21.3800      0.0003
124.3000     14.3100      0.0005
124.4000     26.0500      0.0001
124.4000     15.9900      0.0006
124.4000     24.6500      0.0001
124.5000     24.7100      0.0001
124.5000     14.5600      0.0008
124.5000     15.2800      0.0010
124.5000     12.9400      0.0007
124.6000     14.3000      0.0006
124.6000     25.5400      0.0001
124.6000     26.3900      0.0001
124.7000     26.9700      0.0002
124.7000     13.0500      0.0013
124.7000     17.0800      0.0006
124.7000      3.2700      0.0005
124.7000     10.2300      0.0013
124.8000     19.6000      0.0001
124.8000     11.3500      0.0011
124.8000     10.9500      0.0007
124.9000      3.5500      0.0011
125.0000     15.9500      0.0005
125.1000     15.0800      0.0005
125.1000     25.0600      0.0001
125.1000     21.0000      0.0003
125.1000      2.1400      0.0003
125.1000     26.1000      0.0001
125.1000      7.3100      0.0009
125.2000     16.2600      0.0007
125.2000     28.7800      0.0001
125.2000     13.1000      0.0009
125.3000     27.4200      0.0001
125.3000     25.8200      0.0001
125.4000      4.8200      0.0007
125.4000     19.5100      0.0001
125.4000     14.8100      0.0001
125.4000     15.0500      0.0005
125.4000      8.6700      0.0015
125.5000     21.2800      0.0002
125.5000      3.5900      0.0009
125.5000      3.3400      0.0006
125.5000     11.6200      0.0011
125.5000      1.6700      0.0001
125.6000     11.7400      0.0010
125.6000     16.8900      0.0002
125.7000     27.2000      0.0001
125.8000     13.9600      0.0006
125.8000     16.8400      0.0006
125.8000     16.4300      0.0008
125.8000      5.2100      0.0009
125.8000     25.7500      0.0001
125.8000     27.7500      0.0003
125.8000     23.0800      0.0001
125.9000      2.3200      0.0005
126.0000      8.4700      0.0017
126.0000      8.9500      0.0003
126.0000      5.4300      0.0006
126.0000     26.9700      0.0002
126.0000     27.9000      0.0002
126.2000     26.6900      0.0001
126.2000     15.2900      0.0006
126.2000     22.1000      0.0001
126.2000      8.0100      0.0008
126.2000      5.0900      0.0011
126.3000      8.9800      0.0010
126.3000      5.0400      0.0006
126.3000     26.9200      0.0001
126.4000     17.1200      0.0008
126.4000     24.3800      0.0001
126.5000     26.7500      0.0001
126.5000     13.3500      0.0009
126.5000     16.7700      0.0003
126.5000     22.5300      0.0001
126.6000     22.8700      0.0001
126.6000     15.0100      0.0009
126.6000     13.2300      0.0007
126.6000     15.9300      0.0005
126.7000     26.5000      0.0001
126.7000     24.0000      0.0002
126.8000     13.7100      0.0003
126.8000      8.9200      0.0008
126.8000     25.6000      0.0001
126.8000      8.8200      0.0008
126.8000     10.8500      0.0009
126.8000      9.5200      0.0010
126.8000     13.0600      0.0005
126.9000      6.3900      0.0007
126.9000      9.0800      0.0005
126.9000     13.4000      0.0009
126.9000     20.6200      0.0006
126.9000      6.5300      0.0007
127.0000      7.4600      0.0005
127.0000     20.8300      0.0002
127.0000     21.2300      0.0005
127.1000     21.9100      0.0002
127.1000     27.0400      0.0001
127.1000     26.3800      0.0001
127.1000     13.1300      0.0008
127.1000     15.5100      0.0008
127.1000     11.1900      0.0002
127.2000     23.3000      0.0002
127.2000      3.6500      0.0006
127.2000     25.8100      0.0001
127.2000     17.0100      0.0003
127.2000     23.3000      0.0002
127.3000     27.8500      0.0001
127.3000     28.3600      0.0001
127.3000     15.1200      0.0006
127.3000     14.7500      0.0006
127.4000     20.9600      0.0002
127.4000     14.9000      0.0008
127.4000      9.1900      0.0009
127.4000     13.8400      0.0008
127.4000     14.0200      0.0008
127.5000      7.4700      0.0015
127.5000     12.3400      0.0010
127.5000     27.1600      0.0001
127.6000     12.2900      0.0006
127.6000     11.6500      0.0009
127.6000     13.4700      0.0007
127.8000     13.1000      0.0009
127.8000     20.6500      0.0002
127.8000     12.9400      0.0007
127.9000      7.0300      0.0010
127.9000     17.9400      0.0003
128.0000      9.1600      0.0007
128.0000     27.6800      0.0001
128.0000      7.5500      0.0006
128.1000     24.3700      0.0001
128.1000     22.5400      0.0003
128.1000      5.1500      0.0001
128.1000     16.0900      0.0005
128.2000     10.2800      0.0009
128.2000      5.6900      0.0007
128.2000     17.5000      0.0005
128.2000     22.7300      0.0001
128.2000     11.8100      0.0008
128.3000     14.8000      0.0006
128.3000     15.7300      0.0009
128.4000     11.8500      0.0014
128.4000     13.3700      0.0005
128.4000     19.1600      0.0001
128.4000     16.2400      0.0006
128.5000     16.4200      0.0007
128.5000      4.7300      0.0007
128.5000     11.5400      0.0014
128.5000     14.7500      0.0006
128.5000     27.7500      0.0003
128.5000     14.6400      0.0010
128.6000     12.6800      0.0003
128.6000      7.5100      0.0002
128.6000      5.6800      0.0008
128.6000     16.9200      0.0005
128.7000     13.2400      0.0006
128.7000     15.3100      0.0008
128.8000      5.6300      0.0005
128.9000     15.2000      0.0008
128.9000     14.1200      0.0003
128.9000     19.1100      0.0001
129.0000     20.7500      0.0007
129.0000     20.6400      0.0001
129.0000      9.1600      0.0007
129.2000     14.8400      0.0008
129.2000     20.4100      0.0001
129.2000      5.8000      0.0008
129.3000     17.2800      0.0002
129.3000     22.7500      0.0003
129.3000     22.8000      0.0001
129.4000     15.0300      0.0003
129.4000     27.9000      0.0002
129.4000     11.5000      0.0010
129.4000     15.2300      0.0003
129.4000     14.5100      0.0009
129.5000      8.8100      0.0008
129.5000     12.2800      0.0009
129.5000     11.8500      0.0014
129.6000     11.5500      0.0008
129.6000     23.2600      0.0002
129.6000     14.6500      0.0005
129.6000     21.9000      0.0002
129.6000      5.6100      0.0006
129.6000     13.2900      0.0006
129.7000      3.2900      0.0006
129.7000     25.2200      0.0001
129.7000     22.0500      0.0002
129.8000     16.6500      0.0005
129.8000     13.4700      0.0007
129.8000     13.1900      0.0008
129.9000     15.2000      0.0008
130.0000     17.8400      0.0006
130.1000      6.8200      0.0008
130.2000     14.9800      0.0005
130.2000     13.1700      0.0008
130.2000     18.8600      0.0003
130.2000     22.8400      0.0002
130.2000     28.2400      0.0001
130.3000     14.9000      0.0008
130.3000     21.9300      0.0001
130.3000     14.6400      0.0010
130.3000      8.9600      0.0006
130.3000      2.2900      0.0002
130.4000     10.6900      0.0010
130.5000     16.7100      0.0005
130.5000     15.0000      0.0006
130.5000     14.8200      0.0011
130.5000     22.5400      0.0003
130.5000      7.8800      0.0011
130.6000      4.9100      0.0005
130.6000     18.3000      0.0002
130.7000      7.5200      0.0003
130.7000     13.2800      0.0009
130.7000     19.4300      0.0006
130.8000     16.2900      0.0008
130.8000     11.4500      0.0008
130.8000     14.4800      0.0009
130.8000     12.0700      0.0006
130.9000     15.0000      0.0006
131.1000     15.8900      0.0003
131.1000     20.9600      0.0002
131.1000     13.6100      0.0006
131.1000     17.0200      0.0005
131.2000     12.6400      0.0003
131.2000     24.2100      0.0002
131.2000     14.1400      0.0007
131.3000     15.6000      0.0010
131.3000     14.9900      0.0002
131.3000     14.0400      0.0010
131.4000      4.0000      0.0005
131.4000     12.2600      0.0011
131.4000      6.1200      0.0008
131.5000     18.9900      0.0002
131.6000     22.3600      0.0001
131.6000     16.0200      0.0005
131.6000     15.5200      0.0006
131.6000     16.1300      0.0005
131.7000     12.5500      0.0007
131.7000     14.3400      0.0011
131.7000     22.0600      0.0001
131.7000      4.8900      0.0005
131.8000     16.4100      0.0005
131.8000      9.7800      0.0011
131.9000      8.7800      0.0003
131.9000     27.5700      0.0001
131.9000     15.2200      0.0009
132.0000     16.6900      0.0007
132.0000     24.2900      0.0002
132.0000     15.3600      0.0010
132.0000     12.9200      0.0008
132.0000     14.3700      0.0014
132.1000      7.7400      0.0011
132.2000     15.3700      0.0008
132.2000     12.9600      0.0008
132.2000     13.9700      0.0007
132.2000     14.4300      0.0007
132.3000     14.5600      0.0008
132.4000     15.2500      0.0003
132.4000     18.2800      0.0002
132.4000      9.5200      0.0010
132.4000      5.4700      0.0006
132.4000     19.6300      0.0002
132.5000      7.2700      0.0007
132.5000     15.5300      0.0002
132.5000      4.7900      0.0007
132.5000      2.8800      0.0005
132.6000     13.1800      0.0008
132.6000     15.9500      0.0005
132.6000     11.5800      0.0002
132.8000     13.0200      0.0006
132.9000     12.9200      0.0008
132.9000     17.2700      0.0002
132.9000     13.6600      0.0008
133.0000     13.1300      0.0008
133.0000     10.7100      0.0006
133.0000     18.7200      0.0003
133.1000     12.3700      0.0008
133.1000      4.7900      0.0007
133.2000     16.6500      0.0005
133.2000     11.8500      0.0014
133.2000     18.5500      0.0005
133.2000     16.7000      0.0002
133.2000     12.3100      0.0007
133.3000      8.9400      0.0009
133.3000      5.3300      0.0007
133.3000     14.2600      0.0010
133.3000     20.8900      0.0001
133.4000     23.6400      0.0001
133.4000     14.1900      0.0007
133.5000     14.8900      0.0010
133.5000     21.9400      0.0003
133.5000     14.2600      0.0010
133.5000      8.5000      0.0010
133.6000     12.3400      0.0010
133.6000     21.5200      0.0003
133.7000     19.2900      0.0001
133.7000     18.1900      0.0003
133.7000      7.3500      0.0011
133.8000     17.9900      0.0001
133.8000     14.9000      0.0008
133.9000     17.7300      0.0003
133.9000     17.8100      0.0003
133.9000     14.9400      0.0008
133.9000     14.5700      0.0007
133.9000      8.3700      0.0009
133.9000     16.2900      0.0008
134.0000      7.5800      0.0006
134.0000     18.8100      0.0002
134.0000     11.7400      0.0010
134.0000      9.6100      0.0008
134.1000     12.3900      0.0010
134.1000     13.8700      0.0010
134.1000     14.7100      0.0006
134.2000     22.8400      0.0002
134.2000     15.0900      0.0007
134.2000     18.1600      0.0005
134.3000     12.9000      0.0006
134.3000      7.0500      0.0006
134.3000      6.8400      0.0006
134.3000     18.1500      0.0005
134.4000     17.0200      0.0005
134.4000     15.7300      0.0009
134.4000     19.0900      0.0003
134.5000      9.7400      0.0006
134.5000     13.6900      0.0008
134.5000     15.5500      0.0005
134.6000     14.1900      0.0007
134.6000     11.6800      0.0008
134.6000     16.7300      0.0003
134.7000     18.9600      0.0005
134.7000     15.3700      0.0008
134.7000     15.0100      0.0009
134.7000     18.2200      0.0001
134.7000     19.2600      0.0002
